text,category,intent,customer_tier,source_channel,sla_hours_remaining,ticket_age_hours,repeat_contact_count,urgency_keyword_score,exclamation_count,all_caps_ratio,customer_sentiment,business_impact,priority
I want to create a account for my daughter,Account & Authentication,create_account,Enterprise,email,-0.4,8.4,0,0,0,0.0,Neutral,Minor,Medium
I'm trying to check what hours i can call customer support,General Inquiries,contact_customer_service,Free,email,6.8,65.2,0,0,0,0.0,Neutral,Minor,Low
how can I talk to customer assistance?,General Inquiries,contact_customer_service,Free,email,33.5,38.5,0,0,0,0.0,Neutral,Minor,Low
"the shipping address changed, is it possible to update it?",Orders & Shipping,change_shipping_address,Free,freshdesk,35.0,37.0,1,0,0,0.0,Neutral,Minor,Medium
I don't know what I need to do to speak to a live agent,General Inquiries,contact_human_agent,Basic,email,-13.0,61.0,0,0,0,0.0,Frustrated,Minor,Medium
i try to send feedback about ur services,Customer Feedback,review,Free,salesforce,30.0,42.0,0,0,0,0.0,Neutral,Minor,Medium
I need assistance to unsubscribe to the corporate newsletter,Subscription & Account Management,newsletter_subscription,Basic,freshdesk,27.5,20.5,0,0,0,0.0,Neutral,Minor,Low
need help to check in which cases can i ask to be refunded,Returns & Refunds,check_refund_policy,Pro,freshdesk,-1.1,25.1,0,0,0,0.0,Neutral,Minor,Medium
"I have got to earn several of your item, can you help me?",Orders & Shipping,place_order,Pro,website,0.0,24.0,1,0,0,0.0,Neutral,Moderate,Medium
want help ot check the withdrawal charge,Returns & Refunds,check_cancellation_fee,Basic,email,44.5,3.5,0,0,0,0.0,Neutral,Minor,Low
can uhelp me swap something ofpurchase,Orders & Shipping,change_order,Basic,freshdesk,23.6,24.4,0,0,0,0.0,Neutral,Minor,Medium
"I want to sign up to your newsletter, how do I do it?",Subscription & Account Management,newsletter_subscription,Free,freshdesk,41.6,30.4,0,0,0,0.0,Neutral,Minor,Low
help me seeing your accepted payment modalities,Billing & Payments,check_payment_methods,Free,email,5.4,66.6,2,0,0,0.0,Neutral,Minor,Medium
I am trying to notify of registration issues,Account & Authentication,registration_problems,Free,zendesk,-26.2,98.2,0,0,0,0.0,Frustrated,Moderate,High
I would like to obtain my money back,Returns & Refunds,get_refund,Enterprise,email,-0.6,8.6,0,0,0,0.0,Frustrated,Moderate,High
could you help me create a account for my daughter?,Account & Authentication,create_account,Enterprise,website,6.5,1.5,0,0,0,0.0,Neutral,Minor,Low
I don't know how to see the bloody withdrawal penalty,Returns & Refunds,check_cancellation_fee,Free,salesforce,-18.2,90.2,0,0,0,0.0,Neutral,Minor,Medium
i dfo not know what i have to do to create a account,Account & Authentication,create_account,Free,website,-6.5,78.5,0,0,0,0.0,Neutral,Minor,Medium
can i lodge a customer claim against ur business,Complaints & Escalations,complaint,Basic,website,-0.6,48.6,0,0,0,0.0,Frustrated,Moderate,High
create user,Account & Authentication,create_account,Pro,freshdesk,0.9,23.1,0,0,0,0.0,Neutral,Minor,Medium
I need information about my access key retrieval,Account & Authentication,recover_password,Enterprise,website,2.5,5.5,0,0,0,0.0,Neutral,Minor,Medium
i have got to notify of ah issue with a registration,Account & Authentication,registration_problems,Pro,email,2.3,21.7,0,0,0,0.0,Neutral,Minor,Medium
i do not know what i need to do to receive the newsletter,Subscription & Account Management,newsletter_subscription,Basic,email,-2.6,50.6,1,0,0,0.0,Neutral,Moderate,Medium
"I have got to check your money back guarantee, how to do it?",Returns & Refunds,check_refund_policy,Free,email,-12.6,84.6,0,0,0,0.0,Neutral,Minor,Medium
I need assistance to earn an item,Orders & Shipping,place_order,Basic,zendesk,41.6,6.4,0,0,0,0.0,Neutral,Minor,Medium
how acn I chat with somebody?,General Inquiries,contact_human_agent,Enterprise,email,-1.3,9.3,0,0,0,0.0,Frustrated,Moderate,High
I want to make a consumer claim against your organization,Complaints & Escalations,complaint,Free,email,63.2,8.8,1,0,0,0.0,Frustrated,Moderate,High
can yahelp me contacting customer support,General Inquiries,contact_customer_service,Enterprise,email,-2.7,10.7,0,0,0,0.0,Frustrated,Minor,Medium
help me to check the withdrawal fees,Returns & Refunds,check_cancellation_fee,Free,zendesk,31.8,40.2,0,0,0,0.0,Neutral,Minor,Low
I need help to create a account,Account & Authentication,create_account,Basic,email,48.0,0.0,0,0,0,0.0,Neutral,Minor,Medium
assistance giving aquick look at invoice #85632,Billing & Payments,check_invoice,Basic,email,5.8,42.2,1,0,0,0.0,Neutral,Minor,Low
could you help me see my rebate status?,Returns & Refunds,track_refund,Free,freshdesk,64.3,7.7,0,0,0,0.0,Neutral,Minor,Medium
could I make a goddamn reclamation?,Complaints & Escalations,complaint,Enterprise,zendesk,-4.0,12.0,0,0,0,0.0,Frustrated,Severe,High
could utell me more abouut creating a account,Account & Authentication,create_account,Free,freshdesk,-12.4,84.4,1,0,0,0.0,Neutral,Minor,Low
i want assistance to edit order,Orders & Shipping,change_order,Basic,email,-24.6,72.6,0,0,0,0.0,Neutral,Moderate,High
I need assistance to lodge a complaint against your company,Complaints & Escalations,complaint,Pro,freshdesk,19.0,5.0,0,0,0,0.0,Frustrated,Moderate,High
wanna see ur available payment metods i need assistance,Billing & Payments,check_payment_methods,Pro,email,14.3,9.7,0,0,0,0.0,Neutral,Minor,Low
"I am not registered, help me open a gold account with you",Account & Authentication,create_account,Free,email,29.7,42.3,0,0,0,0.0,Neutral,Minor,Medium
want help switching some damn products of purchase,Orders & Shipping,change_order,Basic,website,14.0,34.0,0,0,0,0.0,Frustrated,Moderate,Medium
I want to cancel my subscription to your newsletter,Subscription & Account Management,newsletter_subscription,Basic,salesforce,12.2,35.8,0,1,0,0.0,Neutral,Minor,Low
I would like to cancel the subscription to the newsletter,Subscription & Account Management,newsletter_subscription,Free,freshdesk,26.6,45.4,1,0,0,0.0,Neutral,Minor,Low
I have an issue correcting my damn delivery address,Orders & Shipping,change_shipping_address,Free,zendesk,72.0,0.0,0,0,0,0.0,Frustrated,Moderate,High
help to subscribe to your newsletter,Subscription & Account Management,newsletter_subscription,Pro,salesforce,13.4,10.6,0,0,0,0.0,Neutral,Minor,Low
i expect an rebate of,Returns & Refunds,track_refund,Basic,zendesk,35.4,12.6,0,0,0,0.0,Frustrated,Moderate,Medium
how to se your available payment modalities?,Billing & Payments,check_payment_methods,Free,zendesk,72.0,0.0,0,0,0,0.0,Neutral,Minor,Low
I need assistance submitting the new shipping address,Orders & Shipping,set_up_shipping_address,Enterprise,email,3.7,4.3,1,0,0,0.0,Frustrated,Moderate,High
wanna lodge a complaint,Complaints & Escalations,complaint,Free,website,-20.4,92.4,1,0,0,0.0,Frustrated,Moderate,High
need assistance to earn several of u article,Orders & Shipping,place_order,Basic,website,-35.0,83.0,1,0,0,0.0,Frustrated,Moderate,Medium
"I ordered some article, cancel purchase",Orders & Shipping,cancel_order,Basic,email,48.0,0.0,2,0,0,0.0,Frustrated,Moderate,High
assistance to leave a comment for a service,Customer Feedback,review,Free,website,-24.4,96.4,0,0,0,0.0,Frustrated,Minor,Medium
can i write a review about ur products,Customer Feedback,review,Enterprise,salesforce,8.0,0.0,0,0,0,0.0,Neutral,Minor,Low
how do I subscribe to the corporate newsletter?,Subscription & Account Management,newsletter_subscription,Free,email,8.5,63.5,0,0,0,0.0,Neutral,Minor,Low
"the experience with your service was bad, file a reclamation",Complaints & Escalations,complaint,Pro,website,-11.0,35.0,0,0,0,0.0,Angry,Severe,High
i have got ti see in which cases can i ask for a refund,Returns & Refunds,check_refund_policy,Basic,email,-3.6,51.6,0,0,0,0.0,Neutral,Minor,Medium
help me to send my feedback,Customer Feedback,review,Free,website,41.0,31.0,1,0,0,0.0,Neutral,Minor,Low
help seeing at what time I can reach customer service,General Inquiries,contact_customer_service,Basic,website,-5.9,53.9,0,0,0,0.0,Neutral,Minor,Medium
wanna use the premium account,Account & Authentication,switch_account,Free,zendesk,-16.7,88.7,0,0,0,0.0,Neutral,Minor,Medium
"I cannot remember my account PIN, I would like to recover it",Account & Authentication,recover_password,Basic,zendesk,48.0,0.0,0,0,0,0.08333333333333333,Neutral,Minor,Medium
remove product from purchase,Orders & Shipping,change_order,Basic,email,-5.3,53.3,1,0,0,0.0,Frustrated,Moderate,High
can uhelp me swap some articles of purchase,Orders & Shipping,change_order,Free,email,72.0,0.0,0,0,0,0.0,Neutral,Minor,Medium
help me canceling my subscription to ur corporate newsletter,Subscription & Account Management,newsletter_subscription,Pro,website,9.1,14.9,3,0,0,0.0,Frustrated,Moderate,Medium
is it possible to check the cancellation penalty?,Returns & Refunds,check_cancellation_fee,Pro,freshdesk,4.0,20.0,0,0,0,0.0,Neutral,Minor,Medium
help me listing the available payment options,Billing & Payments,check_payment_methods,Basic,salesforce,48.0,0.0,1,0,0,0.0,Neutral,Minor,Medium
help me checking in what cases can I ask for reimbursements,Returns & Refunds,check_refund_policy,Free,email,27.2,44.8,0,0,0,0.0,Neutral,Minor,Medium
I want help unsubscribing to your company newsletter,Subscription & Account Management,newsletter_subscription,Basic,freshdesk,3.6,44.4,1,0,0,0.0,Frustrated,Minor,Medium
i want help acquiring a few of ur item,Orders & Shipping,place_order,Pro,email,5.5,18.5,0,0,0,0.0,Neutral,Minor,Medium
i want assistance obtaining a compensation of money,Returns & Refunds,get_refund,Basic,zendesk,30.0,18.0,0,0,0,0.0,Frustrated,Moderate,Medium
I do not know what to do to talk to customer service,General Inquiries,contact_customer_service,Free,email,49.8,22.2,0,0,0,0.0,Neutral,Minor,Medium
help checking at what time I can call customer support,General Inquiries,contact_customer_service,Free,website,-4.9,76.9,0,0,0,0.0,Neutral,Minor,Low
I do not know what I need to do to make a consumer claim,Complaints & Escalations,complaint,Basic,freshdesk,-59.4,107.4,0,0,0,0.0,Frustrated,Moderate,High
need to see at what time customer assistance avaialble is,General Inquiries,contact_customer_service,Enterprise,email,0.8,7.2,1,0,0,0.0,Neutral,Minor,Medium
help canceling purchase,Orders & Shipping,cancel_order,Basic,email,-13.5,61.5,0,0,0,0.0,Frustrated,Moderate,High
want help to file a customer claim,Complaints & Escalations,complaint,Basic,freshdesk,-6.0,54.0,1,0,0,0.0,Frustrated,Moderate,High
I cannot find the early termination charge,Returns & Refunds,check_cancellation_fee,Pro,email,-6.1,30.1,1,0,0,0.0,Frustrated,Moderate,High
I want help to see in what cases can I ask to be refunded,Returns & Refunds,check_refund_policy,Free,website,62.4,9.6,0,0,0,0.0,Neutral,Minor,Medium
can you help me write a comment about your products?,Customer Feedback,review,Free,email,-2.3,74.3,0,0,0,0.0,Neutral,Minor,Low
where to write an review about ur services,Customer Feedback,review,Basic,email,13.8,34.2,0,0,0,0.0,Neutral,Minor,Low
how do i lodge a consumer complaint,Complaints & Escalations,complaint,Enterprise,freshdesk,8.0,0.0,2,0,0,0.0,Neutral,Moderate,Medium
can I delete an item from purchase ?,Orders & Shipping,change_order,Basic,salesforce,12.6,35.4,0,0,0,0.0,Neutral,Minor,Medium
i do not know what i need to do to download my bill #00108,Billing & Payments,get_invoice,Free,website,10.6,61.4,1,0,0,0.0,Frustrated,Minor,Medium
is there an address to submit an opinion for a service?,Customer Feedback,review,Free,salesforce,-43.1,115.1,0,0,0,0.0,Neutral,Minor,Medium
I need assistance to shop a few of your item,Orders & Shipping,place_order,Pro,salesforce,17.2,6.8,0,0,0,0.0,Neutral,Minor,Low
need assistance to acquire a product,Orders & Shipping,place_order,Pro,website,-0.9,24.9,0,0,0,0.0,Frustrated,Moderate,High
how can I receive your newsletter?,Subscription & Account Management,newsletter_subscription,Basic,salesforce,-15.7,63.7,1,0,0,0.0,Neutral,Minor,Medium
help me file a customer complaint,Complaints & Escalations,complaint,Free,email,-7.4,79.4,0,0,0,0.0,Frustrated,Moderate,High
could you tell me more about opening platinum accounts?,Account & Authentication,create_account,Free,freshdesk,-8.8,80.8,1,0,0,0.0,Frustrated,Moderate,High
I want to unsubscribe from the newsletter,Subscription & Account Management,newsletter_subscription,Basic,freshdesk,6.4,41.6,0,0,0,0.0,Neutral,Minor,Low
can i see what payment payment modalities are available,Billing & Payments,check_payment_methods,Free,email,72.0,0.0,0,0,0,0.0,Neutral,Minor,Low
registration issues,Account & Authentication,registration_problems,Free,zendesk,20.7,51.3,0,0,0,0.0,Frustrated,Moderate,High
i donbt know what i need to do to close my pro account,Account & Authentication,delete_account,Basic,website,-37.6,85.6,0,0,0,0.0,Frustrated,Moderate,Medium
could you help me change the shipping address?,Orders & Shipping,change_shipping_address,Basic,salesforce,48.0,0.0,0,0,0,0.0,Neutral,Minor,Medium
show me your allowed payment options,Billing & Payments,check_payment_methods,Basic,salesforce,48.0,0.0,0,0,0,0.0,Neutral,Minor,Low
i haqve to see at what time i can contact customer service,General Inquiries,contact_customer_service,Free,freshdesk,-2.7,74.7,1,0,0,0.0,Neutral,Minor,Medium
i want help writing a review aboutg ur products,Customer Feedback,review,Pro,email,11.6,12.4,0,0,0,0.0,Neutral,Minor,Low
do you have a section to submit an opinion for your company?,Customer Feedback,review,Enterprise,website,5.0,3.0,0,0,0,0.0,Neutral,Minor,Medium
eta of order,Orders & Shipping,track_order,Pro,website,11.0,13.0,1,0,0,0.0,Neutral,Minor,Medium
help me purchase some of your item,Orders & Shipping,place_order,Basic,salesforce,19.8,28.2,0,0,0,0.0,Neutral,Minor,Low
issues with payment,Billing & Payments,payment_issue,Free,email,32.4,39.6,0,0,0,0.0,Frustrated,Moderate,High
I want to know more about creating a standard account,Account & Authentication,create_account,Basic,website,-6.6,54.6,0,0,0,0.0,Neutral,Minor,Low
i do not know what i need to do to download invoice #00108,Billing & Payments,get_invoice,Free,website,29.0,43.0,0,0,0,0.0,Neutral,Minor,Low
could I speak to a live agent?,General Inquiries,contact_human_agent,Pro,website,-3.0,27.0,1,0,0,0.0,Frustrated,Moderate,High
i neee help solving problems with payments,Billing & Payments,payment_issue,Free,website,10.4,61.6,1,0,0,0.0,Frustrated,Moderate,High
"I would like to make a bloody complaint, could you help me?",Complaints & Escalations,complaint,Free,website,1.3,70.7,1,0,0,0.0,Frustrated,Moderate,High
need assistance to lodge a customer claim against ur company,Complaints & Escalations,complaint,Free,website,-6.5,78.5,1,0,0,0.0,Frustrated,Severe,High
can you help me speaking to an assistant?,General Inquiries,contact_human_agent,Pro,email,-5.7,29.7,0,0,0,0.0,Frustrated,Moderate,High
how can I look for the invoice #85632?,Billing & Payments,check_invoice,Free,website,11.2,60.8,2,0,0,0.0,Neutral,Minor,Medium
can you help me create a freemium account?,Account & Authentication,create_account,Basic,website,-41.4,89.4,0,0,0,0.0,Neutral,Minor,Medium
I have problems with the termination of a account,Account & Authentication,delete_account,Enterprise,website,8.0,0.0,2,0,0,0.0,Frustrated,Moderate,High
i dont know what to do to look for the invoice #37777,Billing & Payments,check_invoice,Free,freshdesk,58.1,13.9,0,0,0,0.0,Neutral,Minor,Medium
i have to request a rebate of my money,Returns & Refunds,get_refund,Basic,website,8.3,39.7,0,0,0,0.0,Frustrated,Moderate,Medium
i want help ordering something,Orders & Shipping,place_order,Free,zendesk,52.5,19.5,0,0,0,0.0,Neutral,Minor,Low
is there a way to send an opinion for ur products,Customer Feedback,review,Free,salesforce,0.6,71.4,0,0,0,0.0,Neutral,Minor,Medium
want help to lodge a reclamation against your company,Complaints & Escalations,complaint,Free,zendesk,30.1,41.9,0,0,0,0.0,Frustrated,Moderate,High
"I need to talk with customer service, how could I do it?",General Inquiries,contact_customer_service,Basic,website,-12.6,60.6,0,0,0,0.0,Neutral,Minor,Low
help me speaking with customer assistance,General Inquiries,contact_customer_service,Basic,email,-19.0,67.0,0,0,0,0.0,Neutral,Minor,Low
I cannot change some products of pirchase,Orders & Shipping,change_order,Basic,email,-4.6,52.6,1,0,0,0.0,Frustrated,Moderate,Medium
"the experience with you has been bad, I try to file a claim",Complaints & Escalations,complaint,Pro,freshdesk,-2.9,26.9,0,0,0,0.0,Frustrated,Moderate,High
is it possible tomodify order,Orders & Shipping,change_order,Pro,zendesk,3.9,20.1,0,0,0,0.0,Neutral,Moderate,Medium
help me cancelling the account,Account & Authentication,delete_account,Enterprise,email,5.6,2.4,0,1,0,0.0,Frustrated,Moderate,High
can you help me checking the early exit fee?,Returns & Refunds,check_cancellation_fee,Pro,salesforce,13.7,10.3,0,0,0,0.0,Neutral,Moderate,Medium
help me to create a account,Account & Authentication,create_account,Enterprise,website,-0.3,8.3,0,0,0,0.0,Neutral,Minor,Medium
can i lodge a customer claim againmst ur company,Complaints & Escalations,complaint,Basic,email,48.0,0.0,0,0,0,0.0,Frustrated,Moderate,Medium
need to check the rebate curent status how to do it,Returns & Refunds,track_refund,Basic,zendesk,39.0,9.0,0,0,0,0.0,Neutral,Minor,Low
I don't know how to close my account,Account & Authentication,delete_account,Basic,zendesk,-4.2,52.2,0,0,0,0.0,Neutral,Minor,Medium
"I have got to order some items, can you help me?",Orders & Shipping,place_order,Enterprise,salesforce,-3.1,11.1,1,0,0,0.0,Neutral,Moderate,Medium
what is ur customer support mail,General Inquiries,contact_customer_service,Pro,website,3.1,20.9,0,0,0,0.0,Neutral,Minor,Low
what is order current status?,Orders & Shipping,track_order,Free,email,72.0,0.0,0,0,0,0.0,Neutral,Minor,Low
want help ordering a few ofur article,Orders & Shipping,place_order,Pro,zendesk,-21.7,45.7,0,0,0,0.0,Neutral,Minor,Medium
where can i check what hours i can reach customer assistance,General Inquiries,contact_customer_service,Free,website,-27.5,99.5,1,0,0,0.0,Neutral,Minor,Low
there is an issue setting up the secondary delivery address,Orders & Shipping,set_up_shipping_address,Free,website,42.1,29.9,0,0,0,0.0,Neutral,Minor,Medium
want assistance to report an issue with sign-up,Account & Authentication,registration_problems,Free,website,64.2,7.8,0,0,0,0.0,Neutral,Minor,Medium
I want help to swap several products of purchase,Orders & Shipping,change_order,Pro,website,-11.0,35.0,1,0,0,0.0,Frustrated,Moderate,High
"I have got to report a payment problem, will you help me?",Billing & Payments,payment_issue,Enterprise,salesforce,8.0,0.0,0,0,0,0.0,Frustrated,Moderate,High
wanna see at what time i can reach customer support,General Inquiries,contact_customer_service,Basic,freshdesk,13.9,34.1,0,0,0,0.0,Neutral,Minor,Low
"I need to talk to customer support, how can I do it?",General Inquiries,contact_customer_service,Basic,email,33.8,14.2,0,0,0,0.0,Neutral,Minor,Low
do youhave an e-mail address to contact customer service?,General Inquiries,contact_customer_service,Pro,freshdesk,21.3,2.7,0,0,0,0.0,Neutral,Minor,Low
what do I have to do to get the invoice from ?,Billing & Payments,get_invoice,Free,email,-23.9,95.9,1,0,0,0.0,Frustrated,Moderate,High
what do i have to do to make a consumer claim,Complaints & Escalations,complaint,Basic,salesforce,-18.4,66.4,1,0,0,0.0,Frustrated,Moderate,Medium
help me sending some feedback for a product,Customer Feedback,review,Free,website,19.2,52.8,0,0,0,0.0,Neutral,Minor,Low
i need help to unsubscribe to the corporate newsletter,Subscription & Account Management,newsletter_subscription,Free,zendesk,20.5,51.5,1,0,0,0.0,Neutral,Minor,Low
help me list your accepted payment methods,Billing & Payments,check_payment_methods,Pro,zendesk,-5.5,29.5,3,0,0,0.0,Neutral,Minor,Medium
how do i see the termination penalty,Returns & Refunds,check_cancellation_fee,Basic,zendesk,48.0,0.0,0,0,0,0.0,Neutral,Minor,Medium
how do I check what payment payment modalities are accepted?,Billing & Payments,check_payment_methods,Free,website,19.4,52.6,0,0,0,0.0,Neutral,Minor,Low
assistance to see at what time I can reach customer support,General Inquiries,contact_customer_service,Free,website,67.8,4.2,1,0,0,0.0,Neutral,Minor,Low
I don't knwo what I have to do to cancel a premium account,Account & Authentication,delete_account,Basic,salesforce,21.5,26.5,0,0,0,0.0,Frustrated,Moderate,High
I want help notifying of an issue with payments,Billing & Payments,payment_issue,Enterprise,zendesk,7.6,0.4,0,0,0,0.0,Neutral,Moderate,Medium
want assistance lodging a consumer claim against yur company,Complaints & Escalations,complaint,Enterprise,freshdesk,-0.5,8.5,1,0,0,0.0,Frustrated,Moderate,High
"I ain't registered yet, I need to create a damn pro account",Account & Authentication,create_account,Basic,email,-4.4,52.4,0,0,0,0.0,Frustrated,Moderate,High
is there a section to send feedback about ur products,Customer Feedback,review,Free,email,22.2,49.8,0,0,0,0.0,Neutral,Minor,Low
there are troubles submitting a new delivery address,Orders & Shipping,set_up_shipping_address,Basic,zendesk,-9.3,57.3,0,0,0,0.0,Frustrated,Moderate,High
I'm trying to notify of errors with signup,Account & Authentication,registration_problems,Free,zendesk,72.0,0.0,0,0,0,0.0,Frustrated,Moderate,High
where to cancel the subscription to your newsletter?,Subscription & Account Management,newsletter_subscription,Free,zendesk,2.7,69.3,0,0,0,0.0,Neutral,Minor,Low
assistance to talk to somebody,General Inquiries,contact_human_agent,Pro,zendesk,14.5,9.5,0,0,0,0.0,Neutral,Minor,Medium
help checking what hours customer service available is,General Inquiries,contact_customer_service,Basic,website,3.9,44.1,0,0,0,0.0,Neutral,Minor,Low
where to cancel the newsletter subscription ?,Subscription & Account Management,newsletter_subscription,Pro,zendesk,20.3,3.7,0,0,0,0.0,Neutral,Minor,Medium
I need to see the fucking bill from,Billing & Payments,check_invoice,Free,email,8.4,63.6,0,0,0,0.0,Frustrated,Moderate,High
"I have got to file a bloody reclamation, will you help me?",Complaints & Escalations,complaint,Free,email,72.0,0.0,0,0,0,0.0,Frustrated,Moderate,High
help editing purchase,Orders & Shipping,change_order,Free,freshdesk,-69.0,141.0,0,0,0,0.0,Frustrated,Moderate,High
is it possible to cancel the subscription to the newsletter?,Subscription & Account Management,newsletter_subscription,Pro,freshdesk,-0.6,24.6,1,0,0,0.0,Neutral,Minor,Medium
I have got to acquire several of your article,Orders & Shipping,place_order,Basic,freshdesk,17.0,31.0,0,0,0,0.0,Neutral,Minor,Medium
help checking how soon can I expect the shipment,Orders & Shipping,delivery_period,Free,website,-32.6,104.6,0,0,0,0.0,Frustrated,Moderate,Medium
help me to check ur available payment modalities,Billing & Payments,check_payment_methods,Pro,zendesk,21.2,2.8,2,0,0,0.0,Neutral,Minor,Medium
help talking with someone,General Inquiries,contact_human_agent,Enterprise,zendesk,8.0,0.0,0,0,0,0.0,Neutral,Minor,Medium
I want help to subscribe to the corporate newsletter,Subscription & Account Management,newsletter_subscription,Enterprise,freshdesk,-2.4,10.4,0,0,0,0.0,Neutral,Minor,Low
I need assistance to use the premium profile,Account & Authentication,switch_account,Free,website,-11.4,83.4,0,0,0,0.0,Neutral,Moderate,High
I need to check if there are any news on my restitution,Returns & Refunds,track_refund,Basic,email,14.6,33.4,1,0,0,0.0,Frustrated,Moderate,Medium
assistance shopping a few of ur product,Orders & Shipping,place_order,Basic,freshdesk,10.2,37.8,0,0,0,0.0,Neutral,Minor,Low
I don't know how to unsubscribe from the goddamn newsletter,Subscription & Account Management,newsletter_subscription,Enterprise,email,4.9,3.1,2,0,0,0.0,Frustrated,Moderate,High
cancel pro acount,Account & Authentication,delete_account,Basic,website,31.9,16.1,0,0,0,0.0,Frustrated,Moderate,High
want help to subscribe to your company newsletter,Subscription & Account Management,newsletter_subscription,Pro,zendesk,24.0,0.0,1,0,0,0.0,Neutral,Minor,Medium
can I see at what time I can reach customer support ?,General Inquiries,contact_customer_service,Free,email,33.0,39.0,0,0,0,0.0,Neutral,Minor,Low
I cannot speak to a perso,General Inquiries,contact_human_agent,Free,website,12.9,59.1,1,0,0,0.0,Neutral,Minor,Medium
help me to use the freemium profile,Account & Authentication,switch_account,Free,email,72.0,0.0,1,0,0,0.0,Neutral,Minor,Low
how can i find information about my standard account removal,Account & Authentication,delete_account,Free,website,-26.2,98.2,1,0,0,0.0,Frustrated,Moderate,High
what do I have to do to notify of a damn payment problem?,Billing & Payments,payment_issue,Basic,email,-3.5,51.5,0,0,0,0.0,Frustrated,Moderate,High
assistance to cancel purchase,Orders & Shipping,cancel_order,Basic,email,1.1,46.9,0,0,0,0.0,Frustrated,Moderate,High
what do I need to do to buy an item?,Orders & Shipping,place_order,Basic,website,-22.6,70.6,1,0,0,0.0,Neutral,Minor,Medium
I don't know how I can shop several articles,Orders & Shipping,place_order,Free,freshdesk,-1.4,73.4,0,0,0,0.0,Neutral,Moderate,Medium
how could I see your bloody accepted payment modalities?,Billing & Payments,check_payment_methods,Free,website,55.9,16.1,0,0,0,0.0,Frustrated,Moderate,High
I don't know what to do to call customer service,General Inquiries,contact_customer_service,Free,zendesk,37.2,34.8,0,0,0,0.0,Neutral,Minor,Medium
is it possible to see how soon can I expect my product?,Orders & Shipping,delivery_period,Basic,email,48.0,0.0,0,0,0,0.0,Neutral,Minor,Medium
"I haven't signed up yet, help me to create a pro account",Account & Authentication,create_account,Pro,email,22.9,1.1,0,0,0,0.0,Neutral,Moderate,Medium
track purchase,Orders & Shipping,track_order,Enterprise,email,-5.6,13.6,0,0,0,0.0,Frustrated,Moderate,High
can ya help me contactsomebody,General Inquiries,contact_human_agent,Basic,email,-7.4,55.4,0,0,0,0.0,Neutral,Minor,Low
i do not know how i could obtaain compensations,Returns & Refunds,get_refund,Basic,freshdesk,3.9,44.1,0,0,0,0.0,Frustrated,Moderate,High
want help informing of an issue with online payments,Billing & Payments,payment_issue,Pro,salesforce,14.1,9.9,2,0,0,0.0,Frustrated,Moderate,High
i do notuse the bloody account i try to delete it,Account & Authentication,delete_account,Basic,website,47.6,0.4,1,0,0,0.0,Frustrated,Minor,Medium
I don't know what to do to cancel the standard account,Account & Authentication,delete_account,Basic,salesforce,-5.0,53.0,0,0,0,0.0,Neutral,Minor,Medium
I need information about a account cancellation,Account & Authentication,delete_account,Free,zendesk,18.0,54.0,0,0,0,0.0,Neutral,Minor,Medium
"I have to speak with customer support, how to do it?",General Inquiries,contact_customer_service,Free,salesforce,72.0,0.0,0,0,0,0.0,Neutral,Minor,Low
can ya help me cancel my corporate newsletter subscription,Subscription & Account Management,newsletter_subscription,Basic,zendesk,8.0,40.0,0,1,0,0.0,Neutral,Minor,Low
i cannot subscribe to the newsletter,Subscription & Account Management,newsletter_subscription,Free,website,13.8,58.2,1,0,0,0.0,Frustrated,Minor,Medium
what do I have to do to submit the goddamn shipping address?,Orders & Shipping,set_up_shipping_address,Basic,email,22.1,25.9,0,0,0,0.0,Frustrated,Moderate,High
I want to inform of an issue with online payments,Billing & Payments,payment_issue,Basic,zendesk,48.0,0.0,0,0,0,0.0,Frustrated,Moderate,High
I want help making a ucstomer claim against your company,Complaints & Escalations,complaint,Free,zendesk,-49.5,121.5,0,0,0,0.0,Frustrated,Moderate,High
when am i getting a reimbursement,Returns & Refunds,get_refund,Pro,salesforce,-1.4,25.4,0,0,0,0.0,Frustrated,Moderate,High
i dont know how i can notify of a trouble with payments,Billing & Payments,payment_issue,Basic,freshdesk,5.8,42.2,0,0,0,0.0,Frustrated,Moderate,High
can uhelp me canceling my subscription to ur newsletter,Subscription & Account Management,newsletter_subscription,Free,freshdesk,51.8,20.2,0,0,0,0.0,Neutral,Minor,Low
i cannot unsubscribe from urnewsletter,Subscription & Account Management,newsletter_subscription,Pro,zendesk,0.2,23.8,0,0,0,0.0,Frustrated,Moderate,High
I want to make a customer claim against your business,Complaints & Escalations,complaint,Free,website,48.6,23.4,0,0,0,0.0,Frustrated,Moderate,High
help me to check how soon can I expect my article,Orders & Shipping,delivery_period,Basic,salesforce,48.0,0.0,0,0,0,0.0,Neutral,Minor,Low
"I need to check your reimbursement policy, will you help me?",Returns & Refunds,check_refund_policy,Enterprise,email,4.9,3.1,0,0,0,0.0,Neutral,Minor,Medium
I don't know how I can write a comment for a product,Customer Feedback,review,Enterprise,website,0.5,7.5,0,0,0,0.0,Neutral,Minor,Medium
what do i need to do to reset my user cacount pwd,Account & Authentication,recover_password,Free,email,-51.3,123.3,1,0,0,0.0,Neutral,Minor,Medium
I do not know what I have to do to talk to customer suppory,General Inquiries,contact_customer_service,Free,email,-58.9,130.9,0,0,0,0.0,Frustrated,Moderate,High
