text,category,intent,split
issues changing shipping address,Orders & Shipping,change_shipping_address,train
can I check when will my purchase arrive?,Orders & Shipping,delivery_period,train
need assistance cancelling order,Orders & Shipping,cancel_order,train
"I have got to submit a new shipping address, I need help",Orders & Shipping,set_up_shipping_address,train
"I have got to set a shipping address up, how can I do it?",Orders & Shipping,set_up_shipping_address,train
I need supports trying to update my shipping address,Orders & Shipping,change_shipping_address,train
can I see the ETA of the purchase ?,Orders & Shipping,track_order,train
how do i see hoq long the shipping takes,Orders & Shipping,delivery_period,train
how could I cancel purchase ?,Orders & Shipping,cancel_order,train
i need assistance tracking purchase,Orders & Shipping,track_order,train
i can no longer afford order could i cancel it,Orders & Shipping,cancel_order,train
i need help checking the ET of the purchase,Orders & Shipping,track_order,train
i have a trouble submitting a different shipping address,Orders & Shipping,set_up_shipping_address,train
where can i see what delivery methods i can choose,Orders & Shipping,delivery_options,train
where could i check order fucking curent status,Orders & Shipping,track_order,train
would it be possible to see what shipping options are there?,Orders & Shipping,delivery_options,train
"I want to see the options for shipment, help me",Orders & Shipping,delivery_options,train
"I ordered some products, how to cancel purchase ?",Orders & Shipping,cancel_order,train
"I don't want this product, cancel purchase",Orders & Shipping,cancel_order,train
I would like to submit the delivery address,Orders & Shipping,set_up_shipping_address,train
i need assistance to see how soon can i expect the article,Orders & Shipping,delivery_period,train
I'm trying to submit a different delivery address,Orders & Shipping,set_up_shipping_address,train
have problems with a shipping address update,Orders & Shipping,change_shipping_address,train
where can I set up the secondary delivery address?,Orders & Shipping,set_up_shipping_address,train
I'm looking for infdormation about editing the address,Orders & Shipping,change_shipping_address,train
need assistance to see when my item is going to arrive,Orders & Shipping,delivery_period,train
hlw do i check the ETA of purchase,Orders & Shipping,track_order,train
where do i see when my item is gonna arrive,Orders & Shipping,delivery_period,train
I'm trying to correct my shipping address,Orders & Shipping,change_shipping_address,train
need assistance correcting the delivery address,Orders & Shipping,change_shipping_address,train
i do not know how i can cancel order,Orders & Shipping,cancel_order,train
want assistance seeing the status of order,Orders & Shipping,track_order,train
help me setting up the new delivery address,Orders & Shipping,set_up_shipping_address,train
i want help seeing the current status of purchase,Orders & Shipping,track_order,train
I need help seeing what shipment methods are there,Orders & Shipping,delivery_options,train
I have an issue trying to modify my address,Orders & Shipping,change_shipping_address,train
i want help trying to change the address,Orders & Shipping,change_shipping_address,train
what do I have to do to checkhow soon can I expect my order?,Orders & Shipping,delivery_period,train
I need help to check when my purchase is going to arive,Orders & Shipping,delivery_period,train
how to edit the address?,Orders & Shipping,change_shipping_address,train
I try to see what delivery methods I can choose,Orders & Shipping,delivery_options,train
"I have got to cancel purchase , help me",Orders & Shipping,cancel_order,train
where do I change my address?,Orders & Shipping,change_shipping_address,train
"I want to see how soon can I expect my damn order, help me",Orders & Shipping,delivery_period,train
show the available shipment methods,Orders & Shipping,delivery_options,train
i have to check when my item is gonnaarrive help me,Orders & Shipping,delivery_period,train
want help settinh up my secondary shipping address,Orders & Shipping,set_up_shipping_address,train
there are issues setting another delivery address up,Orders & Shipping,set_up_shipping_address,train
I don't know what to do to locate order,Orders & Shipping,track_order,train
I want help checking when my purchase is going to arrive,Orders & Shipping,delivery_period,train
I want help to see the ETA of order,Orders & Shipping,track_order,train
I do not know what to do to submit a bloody delivery address,Orders & Shipping,set_up_shipping_address,train
I want to check when my item is going to arrive,Orders & Shipping,delivery_period,train
I need assistance checking how soon can I expect the package,Orders & Shipping,delivery_period,train
"I can't pay for this item, cancel order",Orders & Shipping,cancel_order,train
could you help me set up the new shipping address?,Orders & Shipping,set_up_shipping_address,train
I have a trouble correcting the address,Orders & Shipping,change_shipping_address,train
question about cancellung purchase,Orders & Shipping,cancel_order,train
I need to update my address,Orders & Shipping,change_shipping_address,train
could you help me to submit the secondary delivery address?,Orders & Shipping,set_up_shipping_address,train
I can't correct the shipping address,Orders & Shipping,change_shipping_address,train
problems entering my delivery address,Orders & Shipping,set_up_shipping_address,train
I want to see how long it tyakes for my package to arrive,Orders & Shipping,delivery_period,train
there is an error trying to update my address,Orders & Shipping,change_shipping_address,train
"I have to see the ETA of order , how to do it?",Orders & Shipping,track_order,train
i have a problem setting a secondary shipping address up,Orders & Shipping,set_up_shipping_address,train
i want assistance trying to change ym shipping address,Orders & Shipping,change_shipping_address,train
where to cancel purchase,Orders & Shipping,cancel_order,train
can you help me tracking order ?,Orders & Shipping,track_order,train
I want supports trying to edit my address,Orders & Shipping,change_shipping_address,train
can utell me about a shipping addres modification,Orders & Shipping,change_shipping_address,train
I want assistance seeing how soon can I expect my parcel,Orders & Shipping,delivery_period,train
I need help to cancel order,Orders & Shipping,cancel_order,train
i have troubles editing my delivery address,Orders & Shipping,change_shipping_address,train
how can I check how long it takes for my parcel to arrive?,Orders & Shipping,delivery_period,train
where can i check purchase status,Orders & Shipping,track_order,train
"I no longer want order , I would like to cancel it",Orders & Shipping,cancel_order,train
can you help me seeing the ETA of purchase ?,Orders & Shipping,track_order,train
I don't know how I could modify my address,Orders & Shipping,change_shipping_address,train
I cannot see the current status of order,Orders & Shipping,track_order,train
"I want to enter another delivery address, can you help me?",Orders & Shipping,set_up_shipping_address,train
problem with canceling purchase,Orders & Shipping,cancel_order,train
eta fo order,Orders & Shipping,track_order,train
I want help to enter another delivery address,Orders & Shipping,set_up_shipping_address,train
i need help seeing what shipping methods i can choose,Orders & Shipping,delivery_options,train
i haqve got to check when my delivery is gonna arrive,Orders & Shipping,delivery_period,train
I need assistance canceling ordr,Orders & Shipping,cancel_order,train
what do I need to do to change my delivery address?,Orders & Shipping,change_shipping_address,train
where do i check the status of order,Orders & Shipping,track_order,train
i want help to check when will my product arrive,Orders & Shipping,delivery_period,train
"I need to see the methods for shipping, how to do it?",Orders & Shipping,delivery_options,train
submitting differemt shipping address,Orders & Shipping,set_up_shipping_address,train
"I can't afford this product, cancel order",Orders & Shipping,cancel_order,train
I need to see the ETA of purchase00123842,Orders & Shipping,track_order,train
I need support changing the delivery address,Orders & Shipping,change_shipping_address,train
tell me more about modifying my shipping address,Orders & Shipping,change_shipping_address,train
can you help me to set a shipping address up?,Orders & Shipping,set_up_shipping_address,train
I have got to cancel purchase,Orders & Shipping,cancel_order,train
"I submitted a wrong address, edit it",Orders & Shipping,change_shipping_address,train
I need assistance trying to modify the shipping address,Orders & Shipping,change_shipping_address,train
i have a question about a goddamn shipping address change,Orders & Shipping,change_shipping_address,train
where to check the ETA of purchase,Orders & Shipping,track_order,train
I need assistance trying to modify my delivery address,Orders & Shipping,change_shipping_address,train
can huelp me setting the secondary delivery address up,Orders & Shipping,set_up_shipping_address,train
what is order current status?,Orders & Shipping,track_order,train
"I have entered a wrong address, could I correct it?",Orders & Shipping,change_shipping_address,train
i need support trying to modify the address,Orders & Shipping,change_shipping_address,train
"I have got to modify my damn address, how to do it?",Orders & Shipping,change_shipping_address,train
can I check the damn delivery methods?,Orders & Shipping,delivery_options,train
I call to check how soon can I expect my package,Orders & Shipping,delivery_period,train
i do not knwo how to cancel order,Orders & Shipping,cancel_order,train
I need assistance to check when will my product arrive,Orders & Shipping,delivery_period,train
i have got to se how long the shipment takes how to do it,Orders & Shipping,delivery_period,train
what do I need to do to track order ?,Orders & Shipping,track_order,train
"I chose a wrong delivery address, can you help me update it?",Orders & Shipping,change_shipping_address,train
can you help me to set up my secondary shipping address?,Orders & Shipping,set_up_shipping_address,train
what do I have to do to submit the goddamn shipping address?,Orders & Shipping,set_up_shipping_address,train
their is a problem trying to correct my delivery address,Orders & Shipping,change_shipping_address,train
there are issues setting the secondary shipping address up,Orders & Shipping,set_up_shipping_address,train
i try to see the eta of order,Orders & Shipping,track_order,train
I can't see the ETA of purchase,Orders & Shipping,track_order,train
I want assistance checking when my order is going to arrive,Orders & Shipping,delivery_period,train
i have a tyrouble modifying my address,Orders & Shipping,change_shipping_address,train
help me to set up a secondary shipping address,Orders & Shipping,set_up_shipping_address,train
how do I check when my package is going to arrive?,Orders & Shipping,delivery_period,train
will ya shwo me the eta of order,Orders & Shipping,track_order,train
"I have ordered some item, cancel purchase",Orders & Shipping,cancel_order,train
how can I see what delivery methods are available?,Orders & Shipping,delivery_options,train
trouble entering my new shipping address,Orders & Shipping,set_up_shipping_address,train
I can't enter my fucking delivery address,Orders & Shipping,set_up_shipping_address,train
is it possible to submit a different delivery address?,Orders & Shipping,set_up_shipping_address,train
I am trying to see order status,Orders & Shipping,track_order,train
I do not know what to do to locate order,Orders & Shipping,track_order,train
could you help me see purchase current status?,Orders & Shipping,track_order,train
errors setting a delivery address up,Orders & Shipping,set_up_shipping_address,train
want help to enter a new delivery address,Orders & Shipping,set_up_shipping_address,train
want help submitting my delivery address,Orders & Shipping,set_up_shipping_address,train
how to submit the secondary delivery address?,Orders & Shipping,set_up_shipping_address,train
I don't know how I can set up the goddamn shipping address,Orders & Shipping,set_up_shipping_address,train
I don't know how to set a secondary shipping address up,Orders & Shipping,set_up_shipping_address,train
help me check how soon can I expect my order,Orders & Shipping,delivery_period,train
I need assistance to check when will my package arrive,Orders & Shipping,delivery_period,train
wanna know more about modifying my delivery address,Orders & Shipping,change_shipping_address,train
i have an error trying to correct my address,Orders & Shipping,change_shipping_address,train
error setting a new shipping address up,Orders & Shipping,set_up_shipping_address,train
help me to see how long it takes for my delivery to arrive,Orders & Shipping,delivery_period,train
i have to check the ETA of order732201349959 i need help,Orders & Shipping,track_order,train
can ya help me modify the shipping address,Orders & Shipping,change_shipping_address,train
I want help to check order current status,Orders & Shipping,track_order,train
I call to check how sono can I expect my order,Orders & Shipping,delivery_period,train
i do nmot know what to do to change my delivery address,Orders & Shipping,change_shipping_address,train
where can i set up another shipping address,Orders & Shipping,set_up_shipping_address,train
wanna see what shipment methods i can choose how do i do it,Orders & Shipping,delivery_options,train
i want assistance to set up a secondary delivery address,Orders & Shipping,set_up_shipping_address,train
there is a problem modifying the shipping address,Orders & Shipping,change_shipping_address,train
assistance checking when my article is going to arrive,Orders & Shipping,delivery_period,train
I need to enter an different shipping address,Orders & Shipping,set_up_shipping_address,train
i do not know how to edit my delivery address,Orders & Shipping,change_shipping_address,train
"I entered a wrong shipping address, can I correct it?",Orders & Shipping,change_shipping_address,train
I call to see when my goddamn package is going to arrive,Orders & Shipping,delivery_period,train
i dont know what to do to see when mt order is gonna arrive,Orders & Shipping,delivery_period,train
could uhelp me cancelin order,Orders & Shipping,cancel_order,train
assistance to check how soon can I expect the product,Orders & Shipping,delivery_period,train
I need support trying to update my shipping address,Orders & Shipping,change_shipping_address,train
issues submitting my delivery adfdress,Orders & Shipping,set_up_shipping_address,train
"I can't afford my last item, cancel purchase",Orders & Shipping,cancel_order,train
"I want to see the ETA of my order, could you help me?",Orders & Shipping,track_order,train
I call to see what shipping methods you offer,Orders & Shipping,delivery_options,train
"I want to update my delivery address, help me",Orders & Shipping,change_shipping_address,train
I want information about shipping period,Orders & Shipping,delivery_period,train
want assistance to check the status of purchase,Orders & Shipping,track_order,train
check options for delivery,Orders & Shipping,delivery_options,train
have a problem with canceling order,Orders & Shipping,cancel_order,train
help me checking the current status of purchase,Orders & Shipping,track_order,train
i try to correct the address,Orders & Shipping,change_shipping_address,train
have problems with a shipping address modification,Orders & Shipping,change_shipping_address,train
I do not know how I can set up my new shipping address,Orders & Shipping,set_up_shipping_address,train
how do I see the ETA of the order ?,Orders & Shipping,track_order,train
i chose a wrong address by mistake colud ya modify it,Orders & Shipping,change_shipping_address,train
how to check purchase status?,Orders & Shipping,track_order,train
there is a problem setting up my delivery address,Orders & Shipping,set_up_shipping_address,train
is it possible to check how soon can I expect the item?,Orders & Shipping,delivery_period,train
want help checking ohw soon can I expect my package,Orders & Shipping,delivery_period,train
is it possible to check the ETA oif order,Orders & Shipping,track_order,train
i have an issue trying to correct the shipping address,Orders & Shipping,change_shipping_address,train
wanna chec order status,Orders & Shipping,track_order,train
where culd i cancel order,Orders & Shipping,cancel_order,train
how to check order current status?,Orders & Shipping,track_order,train
where do i set a different deivery address up,Orders & Shipping,set_up_shipping_address,train
"I have to see when will my product arrive, how to do it?",Orders & Shipping,delivery_period,train
I call to see the shipping methods,Orders & Shipping,delivery_options,train
can uhelp me see how soon can i expect the article,Orders & Shipping,delivery_period,train
ohw to cancel order,Orders & Shipping,cancel_order,train
help me check when will my package arrive,Orders & Shipping,delivery_period,train
help me see the methods for shipment,Orders & Shipping,delivery_options,train
can you help me checking how soon can I expect my product?,Orders & Shipping,delivery_period,train
how to update the address,Orders & Shipping,change_shipping_address,train
problems with canceling purchase,Orders & Shipping,cancel_order,train
want assistance cancelling order,Orders & Shipping,cancel_order,train
i submitted an wrong address how can i edit it,Orders & Shipping,change_shipping_address,train
I have a trouble setting the shipping address up,Orders & Shipping,set_up_shipping_address,train
help seeing what shipping options you offer,Orders & Shipping,delivery_options,train
"I have to see what shipping options I have, can you help me?",Orders & Shipping,delivery_options,train
how could I check what shipping options are available?,Orders & Shipping,delivery_options,train
do ya ship toUSA,Orders & Shipping,delivery_options,train
whag do i need to do to cancel order,Orders & Shipping,cancel_order,train
what do I need to do to update the delivery address?,Orders & Shipping,change_shipping_address,train
problems setting a new delivery address up,Orders & Shipping,set_up_shipping_address,train
i need help to update my address,Orders & Shipping,change_shipping_address,train
issues entering the new shipping address,Orders & Shipping,set_up_shipping_address,train
help checking the ETA of the purchase,Orders & Shipping,track_order,train
i cannot see tge eta of the purchase,Orders & Shipping,track_order,train
"I submitted a wrong address by mistake, can you edit it?",Orders & Shipping,change_shipping_address,train
i wqant assistance checking purchase status,Orders & Shipping,track_order,train
"I have got to see the ETA of order , I need help",Orders & Shipping,track_order,train
"I have put my old address by mistake, how can I update it?",Orders & Shipping,change_shipping_address,train
i want help changing my delivey address,Orders & Shipping,change_shipping_address,train
assistance seeing what options for delivery are there,Orders & Shipping,delivery_options,train
"I chose a wrong shipping address, can I correct it?",Orders & Shipping,change_shipping_address,train
need to see how soon can i expect the order could uhelp me,Orders & Shipping,delivery_period,train
"I have got to see how soon can I expect my shipment, help me",Orders & Shipping,delivery_period,train
there are troubles submitting a new delivery address,Orders & Shipping,set_up_shipping_address,train
assistance to see how long it takes for my item to arrive,Orders & Shipping,delivery_period,train
I want assistance settnig up the delivery address,Orders & Shipping,set_up_shipping_address,train
"I purchased some item, help canceling one of the orders",Orders & Shipping,cancel_order,train
"I need to enter a secondary shipping address, how to do it?",Orders & Shipping,set_up_shipping_address,train
I have errors trying to pudate my shipping address,Orders & Shipping,change_shipping_address,train
i have an error editing my delivery address,Orders & Shipping,change_shipping_address,train
there is an issue trying to change the address,Orders & Shipping,change_shipping_address,train
delivery period,Orders & Shipping,delivery_period,train
need assistance checking how soon can I expect my orer,Orders & Shipping,delivery_period,train
where can I get information about correcting the address?,Orders & Shipping,change_shipping_address,train
problems with a delivery address update,Orders & Shipping,change_shipping_address,train
i try to check the status of order,Orders & Shipping,track_order,train
help to enter a different shipping address,Orders & Shipping,set_up_shipping_address,train
hrlp me check when will my product arrive,Orders & Shipping,delivery_period,train
"I have chosen a wrong shipping address, how do I correct it?",Orders & Shipping,change_shipping_address,train
i do not know how to enter a delivery address,Orders & Shipping,set_up_shipping_address,train
where do I check my last purchase estimated time of arrival?,Orders & Shipping,track_order,train
where can I see what delivery methods I have?,Orders & Shipping,delivery_options,train
can I see how soon can I expect the fucking item?,Orders & Shipping,delivery_period,train
check my last parcel eta,Orders & Shipping,track_order,train
how do I see how long it takes for the package to arrive?,Orders & Shipping,delivery_period,train
i try to submit my shipping address,Orders & Shipping,set_up_shipping_address,train
how to see order fucking current status?,Orders & Shipping,track_order,train
i have sisues setting up my secondary shipping address,Orders & Shipping,set_up_shipping_address,train
where do i cancel order,Orders & Shipping,cancel_order,train
I try to enter a different delivery address,Orders & Shipping,set_up_shipping_address,train
help me checking what delivery methods I have,Orders & Shipping,delivery_options,train
trackorder,Orders & Shipping,track_order,train
i need assistance to enter m secondary delivery address,Orders & Shipping,set_up_shipping_address,train
i cant modify my delivery address,Orders & Shipping,change_shipping_address,train
I have troubles setting a secondary shipping address up,Orders & Shipping,set_up_shipping_address,train
"I have to set my new delivery address up, help me",Orders & Shipping,set_up_shipping_address,train
I have a trouble entering a shipping address,Orders & Shipping,set_up_shipping_address,train
where do I check the options for shipment?,Orders & Shipping,delivery_options,train
there is an issue trying to change the shipping address,Orders & Shipping,change_shipping_address,train
I want help to locate order,Orders & Shipping,track_order,train
why I cannot enter an different shipping address valid,Orders & Shipping,set_up_shipping_address,train
I want to locate purchase,Orders & Shipping,track_order,train
need assistance modifying the delivery addres,Orders & Shipping,change_shipping_address,train
cancel purchase732201349959,Orders & Shipping,cancel_order,train
y i cant submit a different delivery address valid,Orders & Shipping,set_up_shipping_address,train
seeing status of purchase,Orders & Shipping,track_order,train
is it possible to edit the bloody deliveryaddress,Orders & Shipping,change_shipping_address,train
i dont know how i can see the options for shipping,Orders & Shipping,delivery_options,train
i want help checking how soon can i expect the order,Orders & Shipping,delivery_period,train
set my new shipping address up,Orders & Shipping,set_up_shipping_address,train
how to check the current status of purchase ?,Orders & Shipping,track_order,train
i have got to locate order how can i do it,Orders & Shipping,track_order,train
track purchase,Orders & Shipping,track_order,train
i dont know how i can submit the secondary shipping address,Orders & Shipping,set_up_shipping_address,train
can you help me correct my delivery address?,Orders & Shipping,change_shipping_address,train
I need help to enter another delievry address,Orders & Shipping,set_up_shipping_address,train
issue submitting a secondary shipping address,Orders & Shipping,set_up_shipping_address,train
"I want to see order status, I need help",Orders & Shipping,track_order,train
eta of order,Orders & Shipping,track_order,train
I want help checking how soon can I expect the parcel,Orders & Shipping,delivery_period,train
I need help trying to update the shipping address,Orders & Shipping,change_shipping_address,train
"I have got to enter a new shipping address, how do I do it ?",Orders & Shipping,set_up_shipping_address,train
need assistance seeing when my shipment is gonna arrive,Orders & Shipping,delivery_period,train
I do not know how I can see how long the shipment takes,Orders & Shipping,delivery_period,train
see order fucking current status,Orders & Shipping,track_order,train
can ya help me update my delivery address,Orders & Shipping,change_shipping_address,train
I need assistance cancelling purchase,Orders & Shipping,cancel_order,train
"I have to submit my new delivery address, will you help me?",Orders & Shipping,set_up_shipping_address,train
"my delivery address is not valid, what should I do?",Orders & Shipping,set_up_shipping_address,train
help checking how soon can I expect the shipment,Orders & Shipping,delivery_period,train
I don't know how I can update my address,Orders & Shipping,change_shipping_address,train
assistance to see the ETA of purchase,Orders & Shipping,track_order,train
II need support trying to edit the address,Orders & Shipping,change_shipping_address,train
i have to see the goddamn ETA of purchase,Orders & Shipping,track_order,train
I don't know how to check how soon can I expect my product,Orders & Shipping,delivery_period,train
I want assistance updating my delivery address,Orders & Shipping,change_shipping_address,train
"I have to check the shipping options, will you help me?",Orders & Shipping,delivery_options,train
"I ordered some item, cancel purchase",Orders & Shipping,cancel_order,train
how can I find information about a shipping address update?,Orders & Shipping,change_shipping_address,train
where can i find infirmation about correcting the address,Orders & Shipping,change_shipping_address,train
I can't submit a new shipping address,Orders & Shipping,set_up_shipping_address,train
check the available methods for delivery,Orders & Shipping,delivery_options,train
how could I check how long it takes for the item to arrive?,Orders & Shipping,delivery_period,train
assistance seeing how long it takes for my parcel to arrive,Orders & Shipping,delivery_period,train
"I bought some items, help canceling order",Orders & Shipping,cancel_order,train
is it possible to see purchase current status,Orders & Shipping,track_order,train
I want assistance to edit my shipping address,Orders & Shipping,change_shipping_address,train
want help seeing purchase status,Orders & Shipping,track_order,train
I need to submit the new delivery address,Orders & Shipping,set_up_shipping_address,train
wanna check how soon can i expect my article,Orders & Shipping,delivery_period,train
wanna know about delivery periods give me some informtion,Orders & Shipping,delivery_period,train
I have to cancel order,Orders & Shipping,cancel_order,train
what is order status,Orders & Shipping,track_order,train
ened support trying to change my address,Orders & Shipping,change_shipping_address,train
help me to set up the delivery address,Orders & Shipping,set_up_shipping_address,train
need help checking how long it takes for the item to arrive,Orders & Shipping,delivery_period,train
wanna see the eta of order how can i do it,Orders & Shipping,track_order,train
assistance to check when will my package arrive,Orders & Shipping,delivery_period,train
why I can't set up my delivery address avlid,Orders & Shipping,set_up_shipping_address,train
need assiwtance seeing the ETA of the order,Orders & Shipping,track_order,train
would you give me information about cancelling orders?,Orders & Shipping,cancel_order,train
what do i need to do to correct my shippign address,Orders & Shipping,change_shipping_address,train
I want to know more about correcting the delivery address,Orders & Shipping,change_shipping_address,train
setting up new shipping address,Orders & Shipping,set_up_shipping_address,train
how can i find information about correcting the address,Orders & Shipping,change_shipping_address,train
can I see order current status?,Orders & Shipping,track_order,train
I need help cancelling purchase,Orders & Shipping,cancel_order,train
I want assistance to check how soon can I expect the package,Orders & Shipping,delivery_period,train
I have got to submit my new shipping address,Orders & Shipping,set_up_shipping_address,train
help to submit a secondary delivery address,Orders & Shipping,set_up_shipping_address,train
help me chsnge the delivery address,Orders & Shipping,change_shipping_address,train
I am calling to check what bloody shipping methods I have,Orders & Shipping,delivery_options,train
I do not know how to see the status of purchase,Orders & Shipping,track_order,train
where to check the current status of order,Orders & Shipping,track_order,train
i cannot track purchase,Orders & Shipping,track_order,train
I have to ese how soon can I expect the article,Orders & Shipping,delivery_period,train
assistance to see the status of order,Orders & Shipping,track_order,train
can you give me information about editibg the address?,Orders & Shipping,change_shipping_address,train
canceling purchase,Orders & Shipping,cancel_order,train
need help to see how long it takes for my parcel to arrive,Orders & Shipping,delivery_period,train
help to see what shipping options you offer,Orders & Shipping,delivery_options,train
I have problems submitting the secondary delivery address,Orders & Shipping,set_up_shipping_address,train
how can I see order current status?,Orders & Shipping,track_order,train
I need assistance checking the methods for shipment,Orders & Shipping,delivery_options,train
I want to know more about shipping periods,Orders & Shipping,delivery_period,train
want assistance trying to change the shipping address,Orders & Shipping,change_shipping_address,train
canmcel order,Orders & Shipping,cancel_order,train
the secondary shipping address is invalid,Orders & Shipping,set_up_shipping_address,train
need to set up my delivery address,Orders & Shipping,set_up_shipping_address,train
"I bought the same item twice, cancel order",Orders & Shipping,cancel_order,train
I try to submit the new delivery address,Orders & Shipping,set_up_shipping_address,train
what do I need to do to see order status?,Orders & Shipping,track_order,train
I need assistance changing the address,Orders & Shipping,change_shipping_address,train
I have an issue correcting my damn delivery address,Orders & Shipping,change_shipping_address,train
could i order from,Orders & Shipping,delivery_options,train
I want help to check what shipping methods you offer,Orders & Shipping,delivery_options,train
help me check how long it takes for my package to arrive,Orders & Shipping,delivery_period,train
i want information about changing the address,Orders & Shipping,change_shipping_address,train
help trying to modify the delivery address,Orders & Shipping,change_shipping_address,train
where can I find information about changing my address?,Orders & Shipping,change_shipping_address,train
"I bought some items, I need help to cancel purchase",Orders & Shipping,cancel_order,train
where do I see what options for delivery you offer?,Orders & Shipping,delivery_options,train
purchase ststus,Orders & Shipping,track_order,train
I don't know how I can locate purchase,Orders & Shipping,track_order,train
want help seeing the ETA of the purchase,Orders & Shipping,track_order,train
check estimated time of arrival of order,Orders & Shipping,track_order,train
I want assistance entering my delivery address,Orders & Shipping,set_up_shipping_address,train
I'd like to track purchase i need assistance,Orders & Shipping,track_order,train
"I want to see what shipping options I have, how can I do it?",Orders & Shipping,delivery_options,train
"I have to see when my purchase is going to arrive, help me",Orders & Shipping,delivery_period,train
error entering my new shipping address,Orders & Shipping,set_up_shipping_address,train
there is an issue setting up the secondary delivery address,Orders & Shipping,set_up_shipping_address,train
how do I check the options for shipment?,Orders & Shipping,delivery_options,train
help me seeing what shipment methods are available,Orders & Shipping,delivery_options,train
wanna know more about updating my delivery address,Orders & Shipping,change_shipping_address,train
help to see how long it takes for my item to arrive,Orders & Shipping,delivery_period,train
"I need to set up the new delivery address, how to do it?",Orders & Shipping,set_up_shipping_address,train
assistance trying to edit the shipping address,Orders & Shipping,change_shipping_address,train
i have to check the ETA or order help me,Orders & Shipping,track_order,train
I want to check what shipment methods you offer,Orders & Shipping,delivery_options,train
"my new shipping address is invalid, how could I do it?",Orders & Shipping,set_up_shipping_address,train
"I have got to check the shipment options, I need help",Orders & Shipping,delivery_options,train
where do i see when my product is gonna arrive,Orders & Shipping,delivery_period,train
i have a trouble entering a secondary shipping address,Orders & Shipping,set_up_shipping_address,train
trouble entering a new shipping address,Orders & Shipping,set_up_shipping_address,train
seeing order current status,Orders & Shipping,track_order,train
show me how long it takes for the product to arrive,Orders & Shipping,delivery_period,train
help checking how soon can I expect the product,Orders & Shipping,delivery_period,train
want help checking how soon can i expect my shipment,Orders & Shipping,delivery_period,train
i cannot set up the delivery address,Orders & Shipping,set_up_shipping_address,train
can you help me to set up a different delivery address?,Orders & Shipping,set_up_shipping_address,train
where do I check the current status of order ?,Orders & Shipping,track_order,train
help me to see how long it takes for the article to arrive,Orders & Shipping,delivery_period,train
can uhelp me canceling purchase,Orders & Shipping,cancel_order,train
how can i see what shipment methods i have,Orders & Shipping,delivery_options,train
wat help to see the ETA of purchase,Orders & Shipping,track_order,train
icannot afford order could i cancel it,Orders & Shipping,cancel_order,train
help me see the eta of the purchase,Orders & Shipping,track_order,train
I have an error setting up another delivery address,Orders & Shipping,set_up_shipping_address,train
how can I see what fucking shipment options are available?,Orders & Shipping,delivery_options,train
how do I check when will my purchase arrive?,Orders & Shipping,delivery_period,train
i need information about delivery periods,Orders & Shipping,delivery_period,train
I have problems with cancelling purchase,Orders & Shipping,cancel_order,train
"I have got to see the delivery methods, how to do it?",Orders & Shipping,delivery_options,train
I want help to set a delivery address up,Orders & Shipping,set_up_shipping_address,train
how do I check how soon can I expect my purchase?,Orders & Shipping,delivery_period,train
how do I check when my damn parcel is going to arrive?,Orders & Shipping,delivery_period,train
I want help checking when will my article arrive,Orders & Shipping,delivery_period,train
"I have got to check the methods for shipment, I need help",Orders & Shipping,delivery_options,train
I cannot see purchase current status,Orders & Shipping,track_order,train
what is the shipping period for mt package,Orders & Shipping,delivery_period,train
where can I enter the new shipping address?,Orders & Shipping,set_up_shipping_address,train
see the ETA of purchase,Orders & Shipping,track_order,train
delieries to,Orders & Shipping,delivery_options,train
assistance to cancel purchased,Orders & Shipping,cancel_order,train
I try to seethe status of purchase,Orders & Shipping,track_order,train
I do not know how to submit the new shipping address,Orders & Shipping,set_up_shipping_address,train
i have to see how long it takes for the packgae to arrive,Orders & Shipping,delivery_period,train
i have got to see how soon can i expect my delivery,Orders & Shipping,delivery_period,train
is it plssible to order from ?,Orders & Shipping,delivery_options,train
how to see how long it takes for my shipment to arrive?,Orders & Shipping,delivery_period,train
wanna enter a new shipping address,Orders & Shipping,set_up_shipping_address,train
I cannot correct the shipping address,Orders & Shipping,change_shipping_address,train
help me check the eta of the order,Orders & Shipping,track_order,train
see current status of order,Orders & Shipping,track_order,train
help me check what goddamn shipping options are available,Orders & Shipping,delivery_options,train
I need assistance to enter a secondary shipping address,Orders & Shipping,set_up_shipping_address,train
shipping to,Orders & Shipping,delivery_options,train
"I ordered some article, cancel purchase",Orders & Shipping,cancel_order,train
I want help locating order,Orders & Shipping,track_order,train
i need assistance checking the ETA of the purchase,Orders & Shipping,track_order,train
"I have got to see when will my item arrive, can you help me?",Orders & Shipping,delivery_period,train
where to set up my delivery address,Orders & Shipping,set_up_shipping_address,train
I do not know what to ddo to update the address,Orders & Shipping,change_shipping_address,train
what do i have to do to submit my shipping address,Orders & Shipping,set_up_shipping_address,train
I do not know how to set up the secondary shipping address,Orders & Shipping,set_up_shipping_address,train
I try to set up my delivery address,Orders & Shipping,set_up_shipping_address,train
help me seeing how soon can i expect the product,Orders & Shipping,delivery_period,train
where to edit my shipping address?,Orders & Shipping,change_shipping_address,train
I cannotsubmit my shipping address,Orders & Shipping,set_up_shipping_address,train
I want to see how soon can I expect the goddamn package,Orders & Shipping,delivery_period,train
i want assistance to see how soon can i expect the item,Orders & Shipping,delivery_period,train
how can i find information about chhanging my address,Orders & Shipping,change_shipping_address,train
assistance canceling the last order,Orders & Shipping,cancel_order,train
